lsoa_code,lsoa_name,value
E01033741,Greenwich 002G,277100
E01033742,Greenwich 007F,302108
E01033743,Greenwich 002H,314200
E01033744,Greenwich 007G,296148
E01033745,Greenwich 002I,306500
E01033746,Greenwich 038E,698650
E01001714,Hackney 002A,380580
E01001715,Hackney 007A,606542
E01001716,Hackney 007B,424826
E01001717,Hackney 007C,0
E01001718,Hackney 007D,598464
E01001719,Hackney 007E,458357
E01001720,Hackney 007F,576000
E01001722,Hackney 029A,313178
E01001723,Hackney 006A,667667
E01001724,Hackney 006B,496480
E01001725,Hackney 004A,0
E01001726,Hackney 004B,485167
E01001727,Hackney 006C,716250
E01001728,Hackney 029B,0
E01001729,Hackney 019A,350622
E01001730,Hackney 019B,316682
E01001731,Hackney 017A,493727
E01001732,Hackney 019C,493498
E01001733,Hackney 015A,639824
E01001734,Hackney 017B,494029
E01001735,Hackney 019D,725500
E01001736,Hackney 012A,700611
E01001737,Hackney 012B,878953
E01001738,Hackney 012C,742430
E01001739,Hackney 012D,679343
E01001740,Hackney 014A,424167
E01001741,Hackney 009A,935350
E01001742,Hackney 008A,743327
E01001744,Hackney 021B,691875
E01001745,Hackney 016A,495964
E01001746,Hackney 016B,0
E01001747,Hackney 014B,505536
E01001748,Hackney 020A,567852
E01001749,Hackney 020B,719950
E01001750,Hackney 021C,633101
E01001751,Hackney 021D,1238345
E01001752,Hackney 025A,715724
E01001753,Hackney 025B,410000
E01001754,Hackney 025C,522434
E01001755,Hackney 025D,445913
E01001756,Hackney 021E,721369
E01001757,Hackney 016C,390088
E01001758,Hackney 016D,441425
E01001759,Hackney 016E,555406
E01001760,Hackney 017C,559845
E01001761,Hackney 016F,531824
E01001762,Hackney 017D,678839
E01001763,Hackney 020C,731111
E01001764,Hackney 010A,538166
E01001765,Hackney 010B,466000
E01001767,Hackney 010D,615720
E01001768,Hackney 006D,841733
E01001769,Hackney 006E,499708
E01001770,Hackney 010E,470400
E01001772,Hackney 024A,423926
E01001773,Hackney 025E,284680
E01001774,Hackney 024B,576306
E01001775,Hackney 024C,458500
E01001776,Hackney 025F,288688
E01001777,Hackney 027B,603750
E01001779,Hackney 026A,574831
E01001780,Hackney 027D,690222
E01001781,Hackney 026B,0
E01001782,Hackney 026C,805388
E01001783,Hackney 026D,317375
E01001784,Hackney 027E,596531
E01001785,Hackney 015B,703225
E01001786,Hackney 013A,482538
E01001787,Hackney 013B,0
E01001788,Hackney 013C,269875
E01001789,Hackney 015C,716167
E01001790,Hackney 013D,348143
E01001791,Hackney 015D,634786
E01001792,Hackney 011A,889167
E01001793,Hackney 011B,688917
E01001794,Hackney 011C,848618
E01001795,Hackney 011D,835350
E01001796,Hackney 011E,512967
E01001798,Hackney 028A,485800
E01001799,Hackney 003A,482500
E01001800,Hackney 004C,0
E01001801,Hackney 008B,714208
E01001802,Hackney 003B,0
E01001803,Hackney 008C,905571
E01001804,Hackney 003C,870444
E01001805,Hackney 009B,703500
E01001806,Hackney 008D,490441
E01001807,Hackney 003D,415600
E01001808,Hackney 001A,0
E01001809,Hackney 001B,608600
E01001811,Hackney 002D,0
E01001812,Hackney 003E,792000
E01001813,Hackney 002E,0
E01001814,Hackney 001C,515231
E01001815,Hackney 024D,765785
E01001816,Hackney 020D,922864
E01001819,Hackney 020E,1171389
E01001820,Hackney 024E,0
E01001821,Hackney 024F,455700
E01001822,Hackney 029C,551313
E01001823,Hackney 001D,476600
E01001824,Hackney 004D,378843
E01001825,Hackney 001E,0
E01001826,Hackney 004E,0
E01001827,Hackney 029D,0
E01001828,Hackney 028B,399078
E01001829,Hackney 009C,1050292
E01001830,Hackney 014C,479616
E01001831,Hackney 009D,530859
E01001832,Hackney 009E,933976
E01001833,Hackney 014D,686000
E01001834,Hackney 014E,640137
E01001835,Hackney 014F,964503
E01001836,Hackney 022A,714000
E01001837,Hackney 023B,681238
E01001838,Hackney 019E,466786
E01001839,Hackney 023C,583224
E01001840,Hackney 022B,514643
E01001841,Hackney 022C,922821
E01001842,Hackney 023D,734286
E01001843,Hackney 023E,803401
E01001844,Hackney 022D,783827
E01001845,Hackney 022E,535500
E01001846,Hackney 018A,510500
E01001847,Hackney 018B,407031
E01001848,Hackney 018C,601050
E01001849,Hackney 018D,429244
E01001850,Hackney 019F,331792
E01033698,Hackney 021F,440833
E01033699,Hackney 021G,536115
E01033700,Hackney 021H,548700
E01033701,Hackney 002F,660105
E01033702,Hackney 028C,393785
E01033703,Hackney 010F,0
E01033704,Hackney 023F,543292
E01033705,Hackney 028D,412225
E01033706,Hackney 027F,720090
E01033707,Hackney 021I,804167
E01033708,Hackney 027G,886221
E01033709,Hackney 027H,562233
E01033710,Hackney 028E,371084
E01033711,Hackney 027I,737874
E01033712,Hackney 023G,679091
E01033713,Hackney 010G,624411
E01001851,Hammersmith and Fulham 010A,1238434
E01001852,Hammersmith and Fulham 007A,597843
E01001853,Hammersmith and Fulham 007B,851120
E01001854,Hammersmith and Fulham 007C,618780
E01001855,Hammersmith and Fulham 010B,607846
E01001856,Hammersmith and Fulham 010C,1323833
E01001857,Hammersmith and Fulham 007D,455250
E01001858,Hammersmith and Fulham 006A,546500
E01001859,Hammersmith and Fulham 008A,499541
E01001860,Hammersmith and Fulham 006B,688389
E01001861,Hammersmith and Fulham 006C,689111
E01001862,Hammersmith and Fulham 005A,671018
E01001863,Hammersmith and Fulham 006D,914161
E01001864,Hammersmith and Fulham 006E,842227
E01001865,Hammersmith and Fulham 008B,807379
E01001866,Hammersmith and Fulham 012A,926423
E01001867,Hammersmith and Fulham 012B,564500
E01001868,Hammersmith and Fulham 012C,0
E01001869,Hammersmith and Fulham 010D,1799091
E01001870,Hammersmith and Fulham 012D,726013
E01001871,Hammersmith and Fulham 012E,736800
E01001872,Hammersmith and Fulham 012F,659350
E01001873,Hammersmith and Fulham 010E,909460
E01001874,Hammersmith and Fulham 001A,602682
E01001875,Hammersmith and Fulham 001B,0
E01001876,Hammersmith and Fulham 001C,0
E01001877,Hammersmith and Fulham 001D,507929
E01001878,Hammersmith and Fulham 001E,0
E01001879,Hammersmith and Fulham 019A,756000
E01001880,Hammersmith and Fulham 017A,1114000
E01001881,Hammersmith and Fulham 017B,985211
E01001882,Hammersmith and Fulham 017C,862333
E01001883,Hammersmith and Fulham 017D,1018575
E01001884,Hammersmith and Fulham 017E,681718
E01001885,Hammersmith and Fulham 015A,0
E01001886,Hammersmith and Fulham 016A,638667
E01001887,Hammersmith and Fulham 016B,995813
E01001888,Hammersmith and Fulham 018A,1008509
E01001889,Hammersmith and Fulham 014A,852788
E01001890,Hammersmith and Fulham 016C,771608
E01001891,Hammersmith and Fulham 018B,1122719
E01001892,Hammersmith and Fulham 016D,967050
E01001893,Hammersmith and Fulham 013A,1801049
E01001894,Hammersmith and Fulham 013B,601038
E01001895,Hammersmith and Fulham 009A,799214
E01001896,Hammersmith and Fulham 009B,813764
E01001897,Hammersmith and Fulham 009C,1407611
E01001898,Hammersmith and Fulham 013C,850342
E01001899,Hammersmith and Fulham 013D,542077
E01001900,Hammersmith and Fulham 013E,960700
E01001901,Hammersmith and Fulham 019B,1139091
E01001902,Hammersmith and Fulham 019C,895800
E01001903,Hammersmith and Fulham 019D,633125
E01001904,Hammersmith and Fulham 022A,717800
E01001905,Hammersmith and Fulham 022B,901786
E01001906,Hammersmith and Fulham 022C,895708
E01001907,Hammersmith and Fulham 022D,1626545
E01001908,Hammersmith and Fulham 015B,614192
E01001909,Hammersmith and Fulham 015C,616320
E01001910,Hammersmith and Fulham 014B,760813
E01001911,Hammersmith and Fulham 015D,552500
E01001912,Hammersmith and Fulham 015E,0
E01001913,Hammersmith and Fulham 014C,746449
E01001914,Hammersmith and Fulham 014D,569391
E01001915,Hammersmith and Fulham 024A,1452625
E01001916,Hammersmith and Fulham 024B,1129643
E01001917,Hammersmith and Fulham 018C,2555714
E01001918,Hammersmith and Fulham 018D,1052577
E01001919,Hammersmith and Fulham 018E,1213300
E01001920,Hammersmith and Fulham 020A,769085
E01001921,Hammersmith and Fulham 020B,1093895
E01001922,Hammersmith and Fulham 020C,1765100
E01001923,Hammersmith and Fulham 020D,1049917
E01001924,Hammersmith and Fulham 020E,1654871
E01001925,Hammersmith and Fulham 025A,1517875
E01001926,Hammersmith and Fulham 024C,1193188
E01001927,Hammersmith and Fulham 008C,1685928
E01001928,Hammersmith and Fulham 011A,973300
E01001929,Hammersmith and Fulham 009D,995382
E01001930,Hammersmith and Fulham 008D,1207088
E01001931,Hammersmith and Fulham 011B,689766
E01001932,Hammersmith and Fulham 011C,756059
E01001933,Hammersmith and Fulham 011D,1222019
E01001934,Hammersmith and Fulham 025B,1007885
E01001935,Hammersmith and Fulham 023A,875036
E01001937,Hammersmith and Fulham 025C,1107861
E01001938,Hammersmith and Fulham 025D,659222
E01001939,Hammersmith and Fulham 023C,998017
E01001940,Hammersmith and Fulham 005B,1092675
E01001941,Hammersmith and Fulham 005C,685544
E01001942,Hammersmith and Fulham 005D,793748
E01001943,Hammersmith and Fulham 004A,0
E01001944,Hammersmith and Fulham 004B,0
E01001945,Hammersmith and Fulham 004C,950727
E01001946,Hammersmith and Fulham 004D,927106
E01001947,Hammersmith and Fulham 021A,0
E01001948,Hammersmith and Fulham 021B,1037135
E01001949,Hammersmith and Fulham 021C,1130868
E01001950,Hammersmith and Fulham 021D,1282750
E01001951,Hammersmith and Fulham 021E,854569
E01001952,Hammersmith and Fulham 024D,896636
E01001953,Hammersmith and Fulham 021F,1124708
E01001954,Hammersmith and Fulham 003A,790506
E01001955,Hammersmith and Fulham 002A,529208
E01001956,Hammersmith and Fulham 003B,955643
E01001957,Hammersmith and Fulham 002B,324167
E01001958,Hammersmith and Fulham 002C,309820
E01001959,Hammersmith and Fulham 003C,0
E01001960,Hammersmith and Fulham 003D,651479
E01001961,Hammersmith and Fulham 002D,0
E01032788,Hammersmith and Fulham 023D,2004477
E01032789,Hammersmith and Fulham 023E,990661
E01032790,Hammersmith and Fulham 023F,1113808
E01001962,Haringey 004A,956930
E01001963,Haringey 009A,849393
E01001964,Haringey 009B,707321
E01001965,Haringey 009C,946225
E01001966,Haringey 009D,1199000
E01001967,Haringey 014A,852471
E01001968,Haringey 014B,961073
E01001969,Haringey 001A,501433
E01001970,Haringey 004B,416333
E01001971,Haringey 001B,428035
E01001972,Haringey 004C,585215
E01001973,Haringey 004D,688087
E01001974,Haringey 001C,489191
E01001975,Haringey 001D,444550
E01001976,Haringey 011A,566400
E01001977,Haringey 011B,427857
E01001978,Haringey 011C,386500
E01001979,Haringey 011D,420636
E01001980,Haringey 018A,490300
E01001981,Haringey 018B,475216
E01001982,Haringey 018C,460642
E01001983,Haringey 018D,532864
E01001984,Haringey 033A,645931
E01001985,Haringey 033B,875061
E01001986,Haringey 034A,970277
E01001987,Haringey 033C,1078875
E01001988,Haringey 034B,615453
E01001989,Haringey 033D,1254852
E01001990,Haringey 034C,721971
E01001991,Haringey 017A,727344
E01001992,Haringey 017B,1048083
E01001993,Haringey 017C,1216727
E01001994,Haringey 030A,1318373
E01001995,Haringey 017D,613350
E01001996,Haringey 014C,850625
E01001997,Haringey 014D,533232
E01001998,Haringey 023A,543005
E01001999,Haringey 023B,693495
E01002000,Haringey 031A,598750
E01002001,Haringey 031B,630880
E01002002,Haringey 031C,522298
E01002003,Haringey 023C,584700
E01002004,Haringey 023D,620899
E01002005,Haringey 035A,796391
E01002006,Haringey 035B,733381
E01002007,Haringey 035C,1291442
E01002008,Haringey 030B,2260000
E01002009,Haringey 035D,1229674
E01002010,Haringey 030C,1116643
E01002011,Haringey 030D,877039
E01002013,Haringey 022A,795717
E01002014,Haringey 020B,675164
E01002015,Haringey 020C,799393
E01002016,Haringey 028A,628419
E01002017,Haringey 028B,699111
E01002018,Haringey 020D,678929
E01002019,Haringey 022B,1029306
E01002020,Haringey 021A,914266
E01002021,Haringey 022C,944571
E01002022,Haringey 021B,804787
E01002023,Haringey 021C,759800
E01002024,Haringey 022D,1189409
E01002025,Haringey 021D,1444833
E01002026,Haringey 016A,0
E01002027,Haringey 010A,490786
E01002028,Haringey 010B,483831
E01002029,Haringey 016B,327744
E01002030,Haringey 016C,560000
E01002031,Haringey 016D,462369
E01002032,Haringey 010C,428875
E01002033,Haringey 010D,440769
E01002034,Haringey 037A,0
E01002036,Haringey 002A,320780
E01002037,Haringey 002B,346400
E01002038,Haringey 037B,374167
E01002039,Haringey 002C,0
E01002040,Haringey 002D,353722
E01002041,Haringey 037C,345600
E01002042,Haringey 027A,487833
E01002043,Haringey 026A,517000
E01002044,Haringey 027B,568312
E01002045,Haringey 026B,410740
E01002046,Haringey 026C,469600
E01002047,Haringey 027C,615808
E01002048,Haringey 027D,475455
E01002049,Haringey 026D,455800
E01002050,Haringey 029A,745997
E01002051,Haringey 029B,0
E01002052,Haringey 029C,0
E01002053,Haringey 032A,0
E01002054,Haringey 032B,0
E01002055,Haringey 029D,0
E01002056,Haringey 032C,446473
E01002057,Haringey 032D,465900
E01002058,Haringey 031D,514786
E01002059,Haringey 028C,931929
E01002060,Haringey 028D,670309
E01002061,Haringey 036A,633867
E01002062,Haringey 034D,796217
E01002063,Haringey 036B,682989
E01002064,Haringey 036C,617347
E01002065,Haringey 036D,600238
E01002066,Haringey 025A,312183
E01002067,Haringey 024A,519519
E01002068,Haringey 025B,448510
E01002069,Haringey 024B,422182
E01002070,Haringey 024C,442125
E01002071,Haringey 025C,338222
E01002072,Haringey 025D,429461
E01002073,Haringey 024D,472821
E01002074,Haringey 012A,0
E01002075,Haringey 015A,436688
E01002076,Haringey 015B,433750
E01002077,Haringey 012B,0
E01002078,Haringey 015C,365662
E01002079,Haringey 012C,458769
E01002080,Haringey 015D,361410
E01002081,Haringey 012D,404600
E01002082,Haringey 013A,0
E01002083,Haringey 019A,515955
E01002084,Haringey 019B,553833
E01002085,Haringey 019C,488600
E01002086,Haringey 013B,504094
E01002087,Haringey 019D,555663
E01002088,Haringey 013C,559000
E01002089,Haringey 013D,0
E01002090,Haringey 005A,449833
E01002091,Haringey 006A,0
E01002092,Haringey 006B,218400
E01002093,Haringey 005B,0
E01002094,Haringey 006C,413000
E01002095,Haringey 006D,411300
E01002096,Haringey 005C,0
E01002097,Haringey 005D,389000
E01002098,Haringey 007A,560208
E01002099,Haringey 008A,291833
E01002100,Haringey 008B,440538
E01002101,Haringey 007B,422900
E01002102,Haringey 007C,461364
E01002103,Haringey 008C,474650
E01002104,Haringey 008D,460056
E01002105,Haringey 007D,458291
E01032575,Haringey 037D,0
E01033085,Haringey 020E,386617
E01033086,Haringey 020F,494669
E01002106,Harrow 008A,534333
E01002107,Harrow 012A,578375
E01002108,Harrow 008B,597056
E01002109,Harrow 008C,720833
E01002110,Harrow 008D,591970
E01002111,Harrow 008E,490472
E01002112,Harrow 001A,1051000
E01002113,Harrow 002A,917250
E01002114,Harrow 001B,593402
E01002115,Harrow 002B,601000
E01002116,Harrow 002C,556246
E01002117,Harrow 002D,521865
E01002118,Harrow 002E,424184
E01002119,Harrow 007A,349432
E01002120,Harrow 007B,469000
E01002121,Harrow 007C,461556
E01002122,Harrow 007D,453333
E01002123,Harrow 007E,481650
E01002124,Harrow 010A,392600
E01002125,Harrow 010B,452583
E01002126,Harrow 023A,412965
E01002127,Harrow 023B,564489
E01002128,Harrow 020A,373320
E01002129,Harrow 023C,348140
E01002130,Harrow 020B,360585
E01002131,Harrow 023D,429818
E01002132,Harrow 029A,426604
E01002133,Harrow 027A,573891
E01002134,Harrow 029B,707833
E01002135,Harrow 029C,478444
E01002136,Harrow 027B,417577
E01002137,Harrow 029D,601711
E01002138,Harrow 027C,399609
E01002139,Harrow 006A,0
E01002140,Harrow 005A,438415
E01002141,Harrow 005B,493222
E01002142,Harrow 005C,500872
E01002143,Harrow 005D,401889
E01002144,Harrow 004A,655682
E01002145,Harrow 005E,479357
E01002146,Harrow 004B,771478
E01002147,Harrow 004C,1075000
E01002148,Harrow 006B,673454
E01002149,Harrow 004D,754000
E01002150,Harrow 006C,524479
E01002151,Harrow 006D,475193
E01002152,Harrow 006E,536852
E01002153,Harrow 019A,575591
E01002154,Harrow 015A,584357
E01002155,Harrow 019B,522587
E01002156,Harrow 015B,654324
E01002157,Harrow 019C,458879
E01002158,Harrow 019D,687995
E01002159,Harrow 021A,477278
E01002160,Harrow 021B,404694
E01002161,Harrow 021C,469441
E01002162,Harrow 015C,421091
E01002163,Harrow 015D,588996
E01002164,Harrow 021D,475685
E01002165,Harrow 017A,468782
E01002166,Harrow 017B,473875
E01002167,Harrow 017C,0
E01002168,Harrow 017D,439000
E01002169,Harrow 017E,495834
E01002170,Harrow 033A,515750
E01002171,Harrow 033B,385346
E01002172,Harrow 033C,486250
E01002173,Harrow 033D,491514
E01002174,Harrow 033E,591000
E01002175,Harrow 033F,683000
E01002176,Harrow 033G,619944
E01002177,Harrow 033H,626633
E01002178,Harrow 033I,547667
E01002179,Harrow 013A,395546
E01002180,Harrow 013B,385200
E01002181,Harrow 020C,396539
E01002182,Harrow 020D,457000
E01002183,Harrow 013C,394412
E01002184,Harrow 013D,444797
E01002185,Harrow 009A,417500
E01002186,Harrow 009B,446831
E01002187,Harrow 009C,659092
E01002188,Harrow 016A,933500
E01002189,Harrow 016B,685541
E01002190,Harrow 009D,974179
E01002191,Harrow 022A,622095
E01002192,Harrow 016C,714765
E01002193,Harrow 016D,623688
E01002194,Harrow 022B,655478
E01002195,Harrow 022C,616100
E01002196,Harrow 022D,662885
E01002197,Harrow 012B,589857
E01002198,Harrow 010C,0
E01002199,Harrow 012C,520833
E01002200,Harrow 010D,461495
E01002201,Harrow 012D,563071
E01002202,Harrow 012E,330808
E01002203,Harrow 010E,447188
E01002204,Harrow 032A,339309
E01002206,Harrow 032B,454895
E01002207,Harrow 032C,433045
E01002208,Harrow 025A,690000
E01002209,Harrow 025B,428813
E01002210,Harrow 032D,549250
E01002211,Harrow 028A,318143
E01002212,Harrow 028B,395216
E01002213,Harrow 027D,271700
E01002214,Harrow 031A,425884
E01002215,Harrow 031B,337778
E01002216,Harrow 028C,538318
E01002217,Harrow 028D,466071
E01002218,Harrow 030A,407444
E01002219,Harrow 030B,386091
E01002220,Harrow 031C,467786
E01002221,Harrow 030C,0
E01002222,Harrow 030D,423778
E01002223,Harrow 031D,416500
E01002224,Harrow 031E,435200
E01002225,Harrow 001C,1482299
E01002226,Harrow 001D,644558
E01002227,Harrow 003A,0
E01002228,Harrow 003B,690300
E01002229,Harrow 003C,520769
E01002230,Harrow 003D,597725
E01002231,Harrow 013E,395800
E01002232,Harrow 011A,435042
E01002233,Harrow 011B,428708
E01002234,Harrow 011C,466719
E01002235,Harrow 011D,0
E01002236,Harrow 011E,368641
E01002237,Harrow 024A,366786
E01002238,Harrow 024B,525567
E01002239,Harrow 025C,557615
E01002240,Harrow 024C,465208
E01002241,Harrow 025D,491663
E01002242,Harrow 024D,571417
E01032576,Harrow 032E,462100
E01002243,Havering 013A,307177
E01002244,Havering 011A,318711
E01002245,Havering 011B,310878
E01002246,Havering 017A,341425
E01002247,Havering 017B,291048
E01002248,Havering 017C,331811
E01002249,Havering 017D,362233
E01002250,Havering 017E,307329
E01002251,Havering 017F,333976
E01002252,Havering 018A,464870
E01002253,Havering 019A,544708
E01002254,Havering 019B,533600
E01002255,Havering 022A,392715
E01002256,Havering 018B,406433
E01002257,Havering 019C,689852
E01002258,Havering 018C,354391
E01002259,Havering 018D,418621
E01002260,Havering 026A,349750
E01002261,Havering 026B,344647
E01002262,Havering 026C,362636
E01002263,Havering 026D,365409
E01002264,Havering 026E,276154
E01002265,Havering 025A,344055
E01002266,Havering 027A,343238
E01002267,Havering 027B,304230
E01002268,Havering 010A,413482
E01002269,Havering 010B,401542
E01002270,Havering 015A,1083733
E01002271,Havering 015B,967358
E01002272,Havering 014A,488178
E01002273,Havering 015C,690403
E01002274,Havering 014B,435262
E01002275,Havering 015D,768105
E01002276,Havering 001A,398033
E01002277,Havering 002A,272912
E01002278,Havering 001B,310475
E01002279,Havering 002B,306188
E01002280,Havering 004A,262650
E01002281,Havering 002C,273833
E01002282,Havering 004B,216208
E01002283,Havering 002D,318611
E01002284,Havering 004C,290400
E01002285,Havering 025B,452660
E01002286,Havering 025C,410722
E01002287,Havering 023A,384618
E01002288,Havering 025D,475289
E01002289,Havering 022B,387882
E01002290,Havering 025E,427222
E01002291,Havering 023B,335080
E01002292,Havering 022C,395891
E01002293,Havering 007A,381761
E01002294,Havering 007B,421938
E01002295,Havering 010C,306173
E01002296,Havering 007C,441086
E01002297,Havering 004D,292227
E01002298,Havering 007D,352891
E01002299,Havering 002E,342036
E01002300,Havering 007E,355731
E01002301,Havering 003A,364456
E01002302,Havering 005A,351546
E01002303,Havering 003B,307694
E01002304,Havering 003C,398767
E01002305,Havering 005B,360478
E01002306,Havering 003D,307636
E01002307,Havering 003E,350192
E01002308,Havering 005C,323300
E01002309,Havering 006A,293200
E01002310,Havering 006B,275650
E01002311,Havering 006C,304513
E01002312,Havering 001C,300661
E01002313,Havering 001D,296657
E01002314,Havering 004E,303714
E01002315,Havering 006D,294921
E01002316,Havering 004F,235667
E01002317,Havering 014C,533154
E01002318,Havering 014D,445800
E01002319,Havering 016A,322724
E01002320,Havering 021A,419111
E01002321,Havering 021B,419159
E01002322,Havering 021C,362042
E01002323,Havering 021D,368882
E01002324,Havering 021E,365819
E01002325,Havering 011C,293150
E01002326,Havering 005D,328047
E01002327,Havering 009A,362852
E01002328,Havering 009B,375196
E01002329,Havering 011D,360446
E01002330,Havering 011E,342394
E01002331,Havering 005E,354575
E01002332,Havering 009C,342778
E01002333,Havering 008A,434523
E01002334,Havering 008B,493197
E01002335,Havering 009D,340964
E01002336,Havering 008C,410675
E01002337,Havering 012A,788230
E01002338,Havering 009E,408344
E01002339,Havering 008D,485789
E01002340,Havering 009F,416668
E01002341,Havering 008E,411818
E01002342,Havering 030A,298231
E01002343,Havering 029A,437261
E01002344,Havering 029B,329917
E01002345,Havering 030B,231917
E01002346,Havering 030C,304455
E01002347,Havering 030D,326789
E01002348,Havering 029C,352700
E01002349,Havering 029D,370667
E01002350,Havering 016B,269534
E01002351,Havering 016C,360373
E01002352,Havering 016D,315650
E01002353,Havering 013B,342286
E01002354,Havering 012B,412444
E01002355,Havering 014E,467154
E01002356,Havering 013C,252674
E01002358,Havering 016E,295632
E01002359,Havering 020A,367680
E01002360,Havering 020B,365404
E01002361,Havering 020C,302042
E01002362,Havering 022D,475375
E01002363,Havering 020D,370000
E01002364,Havering 023C,465438
E01002365,Havering 023D,371786
E01002366,Havering 023E,401568
E01002367,Havering 020E,364406
E01002368,Havering 028A,299536
E01002369,Havering 028B,311554
E01002370,Havering 028C,319174
E01002371,Havering 028D,327833
E01002372,Havering 027C,341542
E01002373,Havering 027D,317068
E01002374,Havering 027E,330423
E01002375,Havering 028E,279579
E01002376,Havering 012C,594441
E01002377,Havering 010D,307350
E01002378,Havering 010E,391737
E01002379,Havering 012D,381999
E01002380,Havering 012E,341312
E01002381,Havering 012F,528974
E01002382,Havering 014F,408090
E01002383,Havering 010F,441495
E01002384,Havering 019D,514455
E01002385,Havering 024A,499944
E01002386,Havering 022E,469004
E01002387,Havering 024B,603000
E01002388,Havering 024C,632388
E01002389,Havering 024D,597733
E01002390,Havering 024E,636682
E01002391,Havering 018E,498857
E01032741,Havering 013E,252910
E01032742,Havering 013F,303005
E01002392,Hillingdon 020A,280000
E01002393,Hillingdon 020B,293722
E01002394,Hillingdon 021A,365136
E01002395,Hillingdon 021B,371545
E01002396,Hillingdon 026A,0
E01002397,Hillingdon 021C,407995
E01002398,Hillingdon 021D,362222
E01002399,Hillingdon 021E,0
E01002400,Hillingdon 024A,372833
E01002401,Hillingdon 024B,323800
E01002402,Hillingdon 024C,313333
E01002403,Hillingdon 024D,343294
E01002404,Hillingdon 024E,321293
E01002405,Hillingdon 027A,349125
E01002406,Hillingdon 027B,381929
E01002407,Hillingdon 030A,284708
E01002408,Hillingdon 019A,332111
E01002409,Hillingdon 019B,351538
E01002410,Hillingdon 017A,429115
E01002411,Hillingdon 022A,349861
E01002412,Hillingdon 017B,454139
E01002413,Hillingdon 022B,362996
E01002414,Hillingdon 015A,368083
E01002415,Hillingdon 010A,471734
E01002416,Hillingdon 008A,529031
E01002417,Hillingdon 008B,539060
E01002418,Hillingdon 006A,526462
E01002419,Hillingdon 006B,462640
E01002420,Hillingdon 008C,468905
E01002421,Hillingdon 008D,537015
E01002422,Hillingdon 018A,388339
E01002423,Hillingdon 018B,404525
E01002424,Hillingdon 018C,411238
E01002425,Hillingdon 018D,385727
E01002426,Hillingdon 021F,346320
E01002427,Hillingdon 018E,392144
E01002428,Hillingdon 018F,423998
E01002429,Hillingdon 019C,300995
E01002430,Hillingdon 007A,879967
E01002431,Hillingdon 006C,706800
E01002432,Hillingdon 006D,490705
E01002433,Hillingdon 004A,485904
E01002434,Hillingdon 007B,745385
E01002435,Hillingdon 007C,701429
E01002436,Hillingdon 004B,521203
E01002437,Hillingdon 006E,704417
E01002438,Hillingdon 003A,552878
E01002439,Hillingdon 003B,399865
E01002440,Hillingdon 003C,362116
E01002441,Hillingdon 003D,370818
E01002442,Hillingdon 003E,378468
E01002443,Hillingdon 032A,330045
E01002444,Hillingdon 031A,264050
E01002445,Hillingdon 029A,356167
E01002446,Hillingdon 031B,392250
E01002447,Hillingdon 031C,287156
E01002448,Hillingdon 032B,339439
E01002449,Hillingdon 032C,256382
E01002450,Hillingdon 014A,390722
E01002451,Hillingdon 014B,462433
E01002452,Hillingdon 014C,470735
E01002453,Hillingdon 014D,424953
E01002454,Hillingdon 014E,364698
E01002455,Hillingdon 019D,333619
E01002456,Hillingdon 017C,442139
E01002457,Hillingdon 019E,422000
E01002458,Hillingdon 011A,718167
E01002459,Hillingdon 011B,640059
E01002460,Hillingdon 011C,615945
E01002461,Hillingdon 013A,850100
E01002462,Hillingdon 011D,603793
E01002463,Hillingdon 013B,767273
E01002464,Hillingdon 011E,538528
E01002465,Hillingdon 009A,415188
E01002466,Hillingdon 010B,479800
E01002467,Hillingdon 009B,526035
E01002468,Hillingdon 010C,506906
E01002469,Hillingdon 010D,490000
E01002470,Hillingdon 007D,452567
E01002471,Hillingdon 008E,499462
E01002472,Hillingdon 002A,610498
E01002473,Hillingdon 001A,1499385
E01002474,Hillingdon 002B,637400
E01002475,Hillingdon 001B,567059
E01002476,Hillingdon 001C,911179
E01002477,Hillingdon 001D,837727
E01002478,Hillingdon 002C,584782
E01002479,Hillingdon 004C,551406
E01002480,Hillingdon 004D,609938
E01002481,Hillingdon 004E,534717
E01002482,Hillingdon 001E,711722
E01002483,Hillingdon 002D,555765
E01002484,Hillingdon 002E,389375
E01002485,Hillingdon 002F,482987
E01002486,Hillingdon 028A,372291
E01002487,Hillingdon 028B,363333
E01002488,Hillingdon 030B,421571
E01002489,Hillingdon 030C,326867
E01002490,Hillingdon 030D,390033
E01002491,Hillingdon 032D,366222
E01002492,Hillingdon 030E,401500
E01002493,Hillingdon 032E,333333
E01002494,Hillingdon 009C,414520
E01002495,Hillingdon 010E,436909
E01002496,Hillingdon 033A,356955
E01002497,Hillingdon 033B,383368
E01002498,Hillingdon 033C,482576
E01002499,Hillingdon 033D,425809
E01002501,Hillingdon 026B,442714
E01002502,Hillingdon 026C,411909
E01002503,Hillingdon 027C,344833
E01002504,Hillingdon 027D,323486
E01002505,Hillingdon 026D,269369
E01002506,Hillingdon 027E,0
E01002507,Hillingdon 027F,394198
E01002508,Hillingdon 026E,388167
E01002509,Hillingdon 017D,605545
E01002511,Hillingdon 017E,374350
E01002512,Hillingdon 013C,511068
E01002513,Hillingdon 013D,489695
E01002514,Hillingdon 015C,394428
E01002515,Hillingdon 015D,415438
E01002516,Hillingdon 013E,554314
