lsoa_code,lsoa_name,value
E01003287,Lewisham 016D,716141
E01003288,Lewisham 012A,308713
E01003290,Lewisham 012C,312439
E01003291,Lewisham 012D,370400
E01003292,Lewisham 017A,525391
E01003293,Lewisham 017B,433577
E01003295,Lewisham 017D,493139
E01003296,Lewisham 012E,354173
E01003297,Lewisham 003A,242367
E01003298,Lewisham 039A,282249
E01003299,Lewisham 003B,569167
E01003300,Lewisham 039B,493889
E01003301,Lewisham 003C,372560
E01003302,Lewisham 003D,356405
E01003303,Lewisham 039C,365056
E01003304,Lewisham 039D,349514
E01003305,Lewisham 003E,396405
E01003307,Lewisham 024A,542242
E01003308,Lewisham 024B,527176
E01003309,Lewisham 027A,527250
E01003310,Lewisham 027B,420270
E01003311,Lewisham 027C,698838
E01003312,Lewisham 027D,473050
E01003313,Lewisham 027E,411867
E01003314,Lewisham 024C,492544
E01003315,Lewisham 024D,516667
E01003316,Lewisham 024E,573369
E01003317,Lewisham 020A,446344
E01003318,Lewisham 020B,262907
E01003319,Lewisham 018A,332089
E01003320,Lewisham 018B,401000
E01003321,Lewisham 020C,431432
E01003322,Lewisham 020D,479569
E01003323,Lewisham 018C,427640
E01003324,Lewisham 020E,438765
E01003325,Lewisham 018D,366263
E01003326,Lewisham 035A,488790
E01003327,Lewisham 035B,600070
E01003328,Lewisham 035C,454118
E01003329,Lewisham 033A,517537
E01003330,Lewisham 033B,665393
E01003331,Lewisham 033C,348031
E01003332,Lewisham 033D,416837
E01003333,Lewisham 035D,429364
E01003334,Lewisham 033E,435313
E01003335,Lewisham 035E,637000
E01003336,Lewisham 010A,382875
E01003337,Lewisham 010B,317143
E01003338,Lewisham 006A,329599
E01003339,Lewisham 006B,558444
E01003340,Lewisham 006C,536527
E01003341,Lewisham 006D,781059
E01003342,Lewisham 010C,548334
E01003343,Lewisham 006E,595619
E01003344,Lewisham 010D,535375
E01003345,Lewisham 010E,514906
E01003346,Lewisham 026A,357500
E01003347,Lewisham 030A,276438
E01003348,Lewisham 030B,379700
E01003349,Lewisham 026B,300375
E01003350,Lewisham 030C,363500
E01003351,Lewisham 026C,328792
E01003352,Lewisham 030D,416683
E01003353,Lewisham 030E,387288
E01003354,Lewisham 026D,300921
E01032564,Lewisham 037E,336000
E01032565,Lewisham 038E,303625
E01032579,Lewisham 039E,384391
E01033320,Lewisham 017E,457611
E01033322,Lewisham 017F,364072
E01033324,Lewisham 008E,564315
E01033325,Lewisham 008F,379489
E01033327,Lewisham 012F,410538
E01033341,Lewisham 012G,424187
E01003355,Merton 009A,551725
E01003356,Merton 009B,712629
E01003357,Merton 012A,429429
E01003358,Merton 009C,600025
E01003359,Merton 006A,592671
E01003360,Merton 006B,662659
E01003361,Merton 015A,494477
E01003362,Merton 021A,578077
E01003363,Merton 021B,524496
E01003364,Merton 021C,532833
E01003365,Merton 021D,584625
E01003366,Merton 016A,526138
E01003367,Merton 005A,456128
E01003368,Merton 008A,460667
E01003369,Merton 005B,413387
E01003370,Merton 005C,412134
E01003371,Merton 005D,565826
E01003372,Merton 008B,370455
E01003373,Merton 018A,322000
E01003374,Merton 022A,275374
E01003375,Merton 022B,361633
E01003376,Merton 012B,374429
E01003377,Merton 012C,307750
E01003378,Merton 018B,394171
E01003379,Merton 018C,303133
E01003380,Merton 011A,608808
E01003381,Merton 016B,573859
E01003382,Merton 011B,633467
E01003383,Merton 009D,763375
E01003384,Merton 009E,738435
E01003385,Merton 011C,1017036
E01003386,Merton 013A,407000
E01003387,Merton 014A,310810
E01003388,Merton 013B,318045
E01003389,Merton 013C,346057
E01003390,Merton 018D,229100
E01003391,Merton 014B,0
E01003392,Merton 013D,363100
E01003393,Merton 008C,390619
E01003394,Merton 007A,523929
E01003395,Merton 007B,442857
E01003396,Merton 007C,573600
E01003397,Merton 007D,515545
E01003398,Merton 007E,475200
E01003399,Merton 011D,725151
E01003400,Merton 003A,679321
E01003401,Merton 004A,950875
E01003402,Merton 004B,1615942
E01003403,Merton 004C,1267739
E01003404,Merton 004D,741559
E01003405,Merton 018E,346008
E01003406,Merton 008D,411400
E01003407,Merton 008E,343278
E01003408,Merton 012D,377942
E01003409,Merton 013E,407286
E01003410,Merton 012E,286273
E01003411,Merton 014C,388625
E01003412,Merton 014D,346433
E01003413,Merton 017A,381369
E01003414,Merton 017B,450500
E01003415,Merton 017C,423220
E01003416,Merton 017D,397925
E01003417,Merton 025A,430236
E01003418,Merton 025B,454050
E01003419,Merton 025C,391564
E01003420,Merton 025D,416000
E01003421,Merton 021E,406825
E01003422,Merton 025E,431333
E01003423,Merton 011E,553732
E01003424,Merton 015B,760935
E01003425,Merton 015C,805625
E01003426,Merton 015D,617288
E01003427,Merton 023A,403528
E01003428,Merton 015E,688346
E01003429,Merton 019A,385571
E01003430,Merton 019B,267000
E01003431,Merton 019C,379000
E01003432,Merton 019D,360613
E01003433,Merton 019E,348478
E01003434,Merton 017E,372538
E01003435,Merton 014E,336552
E01003436,Merton 023B,375781
E01003437,Merton 022C,376000
E01003438,Merton 024A,358333
E01003439,Merton 023C,357906
E01003440,Merton 022D,354667
E01003441,Merton 022E,328738
E01003442,Merton 010A,919387
E01003443,Merton 010B,954978
E01003444,Merton 010C,752051
E01003445,Merton 010D,646836
E01003446,Merton 016C,498264
E01003447,Merton 016D,385333
E01003448,Merton 023D,355028
E01003449,Merton 024B,394024
E01003450,Merton 024C,347882
E01003451,Merton 024D,443382
E01003452,Merton 024E,322742
E01003453,Merton 023E,420199
E01003454,Merton 003B,823058
E01003455,Merton 005E,486379
E01003456,Merton 003C,888969
E01003457,Merton 006C,918345
E01003458,Merton 006D,723942
E01003459,Merton 006E,540792
E01003460,Merton 002A,2252366
E01003461,Merton 004E,1814389
E01003462,Merton 002B,1404406
E01003463,Merton 010E,1928769
E01003464,Merton 002C,1840733
E01003465,Merton 002D,3379895
E01003466,Merton 020A,641613
E01003467,Merton 020B,628787
E01003468,Merton 020C,589893
E01003469,Merton 020D,451441
E01003470,Merton 020E,306284
E01003471,Merton 016E,644600
E01003472,Merton 001A,1038538
E01003473,Merton 001B,1027234
E01003474,Merton 001C,2263182
E01003475,Merton 001D,486556
E01003476,Merton 003D,1062479
E01003477,Merton 003E,678413
E01003478,Merton 001E,756578
E01003479,Newham 035A,255818
E01003480,Newham 033A,269500
E01003481,Newham 035B,343850
E01003482,Newham 033B,413354
E01003483,Newham 032A,294400
E01003484,Newham 032B,320667
E01003485,Newham 035C,354817
E01003486,Newham 033C,0
E01003487,Newham 033D,0
E01003488,Newham 019A,338417
E01003489,Newham 019B,372542
E01003490,Newham 019C,298200
E01003491,Newham 022A,330700
E01003492,Newham 025A,340650
E01003493,Newham 025B,370455
E01003494,Newham 025C,356031
E01003495,Newham 025D,377735
E01003496,Newham 027A,273417
E01003497,Newham 034A,352308
E01003498,Newham 027B,285417
E01003499,Newham 030A,307643
E01003500,Newham 027C,383246
E01003501,Newham 030B,349750
E01003502,Newham 030C,270063
E01003503,Newham 030D,399177
E01003506,Newham 034D,410200
E01003507,Newham 031A,392571
E01003508,Newham 031B,389967
E01003509,Newham 031C,261388
E01003511,Newham 036A,371731
E01003512,Newham 036B,343042
E01003513,Newham 035D,318727
E01003514,Newham 036C,330778
E01003515,Newham 036D,333136
E01003516,Newham 032C,346000
E01003517,Newham 036E,0
E01003518,Newham 032D,349273
E01003519,Newham 032E,0
E01003520,Newham 018A,296778
E01003521,Newham 018B,394000
E01003522,Newham 018C,374900
E01003523,Newham 024A,277355
E01003524,Newham 019D,345833
E01003525,Newham 018D,313111
E01003526,Newham 018E,369329
E01003527,Newham 024B,387900
E01003528,Newham 005A,0
E01003529,Newham 010A,395800
E01003530,Newham 010B,0
E01003531,Newham 010C,0
E01003532,Newham 010D,401111
E01003533,Newham 011A,314749
E01003534,Newham 010E,379650
E01003535,Newham 023A,259429
E01003536,Newham 023B,310850
E01003537,Newham 024C,379882
E01003538,Newham 029A,279174
E01003539,Newham 029B,355754
E01003540,Newham 029C,325056
E01003541,Newham 029D,340333
E01003542,Newham 024D,296861
E01003543,Newham 001A,530075
E01003544,Newham 001B,362714
E01003545,Newham 006A,0
E01003546,Newham 001C,317650
E01003547,Newham 007A,602351
E01003548,Newham 006B,400375
E01003549,Newham 006C,329055
E01003550,Newham 001D,481889
E01003551,Newham 009A,459111
E01003552,Newham 016A,0
E01003553,Newham 009B,329769
E01003554,Newham 009C,496667
E01003555,Newham 007B,724000
E01003556,Newham 008A,568375
E01003557,Newham 006D,410167
E01003558,Newham 008B,0
E01003559,Newham 009D,350463
E01003560,Newham 011B,446819
E01003561,Newham 007C,410750
E01003562,Newham 014A,0
E01003563,Newham 011C,350000
E01003564,Newham 014B,0
E01003565,Newham 014C,322000
E01003566,Newham 014D,0
E01003567,Newham 007D,0
E01003568,Newham 017A,365200
E01003569,Newham 017B,435875
E01003570,Newham 008C,378350
E01003571,Newham 008D,352874
E01003572,Newham 008E,426600
E01003573,Newham 017C,0
E01003574,Newham 017D,446313
E01003575,Newham 005B,274125
E01003576,Newham 002A,309188
E01003577,Newham 005C,241125
E01003578,Newham 003A,311182
E01003579,Newham 004A,0
E01003580,Newham 005D,290200
E01003581,Newham 002B,373900
E01003582,Newham 002C,356278
E01003583,Newham 002D,310643
E01003584,Newham 003B,562727
E01003585,Newham 004B,459313
E01003586,Newham 003C,355889
E01003587,Newham 004C,335167
E01003588,Newham 011D,323778
E01003589,Newham 011E,345104
E01003590,Newham 003D,254857
E01003591,Newham 004D,315344
E01003592,Newham 022B,0
E01003593,Newham 027D,313000
E01003594,Newham 026A,357909
E01003595,Newham 026B,263828
E01003596,Newham 016B,469577
E01003597,Newham 016C,0
E01003598,Newham 021A,206688
E01003599,Newham 022C,324786
E01003600,Newham 021B,329112
E01003601,Newham 028A,334700
E01003602,Newham 026C,339111
E01003603,Newham 028B,328778
E01003604,Newham 031D,315667
E01003605,Newham 028C,334615
E01003606,Newham 022D,356153
E01003607,Newham 026D,333478
E01003608,Newham 028D,351361
E01003609,Newham 037A,390264
E01003611,Newham 037C,247683
E01003615,Newham 013C,403018
E01003616,Newham 012A,321071
E01003617,Newham 012B,380157
E01003618,Newham 012C,467111
E01003619,Newham 012D,353337
E01003621,Newham 023C,368992
E01003622,Newham 023D,332000
E01003623,Newham 023E,303188
E01003624,Newham 024E,344222
E01003625,Newham 015A,315900
E01003626,Newham 015B,401800
E01003627,Newham 015C,0
E01003628,Newham 015D,372500
E01003629,Newham 015E,0
E01003630,Newham 021C,353357
E01003631,Newham 020A,332680
E01003632,Newham 020B,377673
E01003633,Newham 020C,258000
E01003634,Newham 020D,354750
E01003635,Newham 016D,460318
E01003636,Newham 020E,281205
E01003637,Newham 021D,422567
E01033574,Newham 034F,501974
E01033575,Newham 034G,388350
E01033576,Newham 034H,394817
E01033577,Newham 037E,534110
E01033578,Newham 013E,375558
E01033579,Newham 013F,372595
E01033580,Newham 037F,428295
E01033581,Newham 037G,294269
E01033582,Newham 037H,330805
E01033583,Newham 013G,504387
E01033584,Newham 034I,0
E01033585,Newham 034J,390972
E01033586,Newham 013H,362500
E01003638,Redbridge 017A,419504
E01003639,Redbridge 013A,347081
E01003640,Redbridge 013B,368717
E01003641,Redbridge 013C,398526
E01003642,Redbridge 013D,338167
E01003643,Redbridge 017B,410363
E01003644,Redbridge 017C,462214
E01003645,Redbridge 017D,325543
E01003646,Redbridge 012A,326696
E01003647,Redbridge 015A,351222
E01003648,Redbridge 012B,465362
E01003649,Redbridge 012C,590166
E01003650,Redbridge 015B,458417
E01003651,Redbridge 012D,435444
E01003652,Redbridge 015C,537333
E01003653,Redbridge 015D,376571
E01003654,Redbridge 004A,441583
E01003655,Redbridge 004B,522525
E01003656,Redbridge 005A,365368
E01003657,Redbridge 005B,434093
E01003658,Redbridge 004C,403476
E01003659,Redbridge 005C,418188
E01003660,Redbridge 004D,525804
E01003661,Redbridge 019A,367483
E01003662,Redbridge 019B,308386
E01003663,Redbridge 019C,308500
E01003664,Redbridge 019D,388200
E01003665,Redbridge 019E,413923
E01003666,Redbridge 019F,266563
E01003668,Redbridge 007A,510548
E01003669,Redbridge 007B,521172
E01003670,Redbridge 007C,637650
E01003671,Redbridge 007D,661450
E01003672,Redbridge 007E,479134
E01003673,Redbridge 007F,532961
E01003674,Redbridge 007G,403647
E01003675,Redbridge 036A,463333
E01003676,Redbridge 036B,536357
E01003677,Redbridge 036C,575735
E01003678,Redbridge 036D,538424
E01003679,Redbridge 036E,525923
E01003680,Redbridge 036F,506428
E01003681,Redbridge 036G,394636
E01003682,Redbridge 036H,559500
E01003683,Redbridge 030A,400250
E01003684,Redbridge 030B,373667
E01003685,Redbridge 030C,346056
E01003686,Redbridge 030D,338434
E01003688,Redbridge 030F,175900
E01003689,Redbridge 030G,361163
E01003690,Redbridge 035A,345862
E01003691,Redbridge 035B,0
E01003692,Redbridge 035C,432000
E01003693,Redbridge 035D,595545
E01003694,Redbridge 035E,600714
E01003695,Redbridge 035F,397432
E01003696,Redbridge 035G,451250
E01003697,Redbridge 035H,504900
E01003698,Redbridge 006A,432600
E01003699,Redbridge 006B,380000
E01003700,Redbridge 006C,408354
E01003701,Redbridge 006D,469450
E01003702,Redbridge 006E,349538
E01003703,Redbridge 006F,678893
E01003704,Redbridge 006G,438447
E01003705,Redbridge 010A,418934
E01003706,Redbridge 010B,334672
E01003707,Redbridge 008A,456917
E01003708,Redbridge 008B,393333
E01003709,Redbridge 008C,451441
E01003710,Redbridge 008D,494679
E01003711,Redbridge 010C,399945
E01003712,Redbridge 010D,396778
E01003713,Redbridge 034A,0
E01003714,Redbridge 034B,359711
E01003715,Redbridge 034C,398643
E01003716,Redbridge 034D,331929
E01003718,Redbridge 034E,321156
E01003719,Redbridge 034F,351300
E01003720,Redbridge 002A,376925
E01003721,Redbridge 003A,354467
E01003722,Redbridge 002B,327854
E01003723,Redbridge 002C,344109
E01003724,Redbridge 003B,502182
E01003725,Redbridge 003C,325704
E01003726,Redbridge 002D,371229
E01003727,Redbridge 003D,331655
E01003728,Redbridge 032A,316455
E01003729,Redbridge 032B,0
E01003730,Redbridge 032C,0
E01003731,Redbridge 033A,362000
E01003732,Redbridge 032D,236125
E01003733,Redbridge 032E,339045
E01003734,Redbridge 033B,343778
E01003735,Redbridge 033C,272278
E01003736,Redbridge 033D,348375
E01003737,Redbridge 031A,572610
E01003738,Redbridge 031B,486750
E01003739,Redbridge 031C,333429
E01003740,Redbridge 031D,466868
E01003741,Redbridge 031E,347369
E01003742,Redbridge 031F,371607
E01003743,Redbridge 031G,423100
E01003744,Redbridge 001A,613786
E01003745,Redbridge 001B,1023833
E01003746,Redbridge 001C,645222
E01003747,Redbridge 001D,1084053
E01003748,Redbridge 001E,695225
E01003749,Redbridge 001F,487155
E01003750,Redbridge 001G,427083
E01003751,Redbridge 020A,412781
E01003752,Redbridge 023A,415450
E01003753,Redbridge 020B,357750
E01003754,Redbridge 020C,362514
E01003755,Redbridge 023B,400227
E01003756,Redbridge 023C,406539
E01003757,Redbridge 020D,405917
E01003758,Redbridge 023D,299357
E01003759,Redbridge 009A,755208
E01003760,Redbridge 009B,366473
E01003761,Redbridge 009C,310667
E01003762,Redbridge 009D,462014
E01003763,Redbridge 009E,446935
E01003764,Redbridge 009F,508500
E01003765,Redbridge 009G,554194
E01003766,Redbridge 024A,392750
E01003767,Redbridge 024B,415345
E01003768,Redbridge 024C,330889
E01003769,Redbridge 022A,290441
E01003770,Redbridge 022B,399429
E01003771,Redbridge 022C,383000
E01003772,Redbridge 024D,433944
E01003773,Redbridge 022D,424462
E01003774,Redbridge 014A,482768
E01003775,Redbridge 014B,592295
E01003776,Redbridge 014C,418158
E01003777,Redbridge 014D,554638
E01003778,Redbridge 014E,502390
E01003779,Redbridge 014F,487857
E01003780,Redbridge 014G,958545
E01003781,Redbridge 026A,463875
E01003782,Redbridge 026B,333200
E01003783,Redbridge 029A,257950
E01003784,Redbridge 029B,299562
E01003785,Redbridge 029C,250050
E01003786,Redbridge 026C,449514
E01003787,Redbridge 026D,443792
E01003788,Redbridge 029D,337792
E01003789,Redbridge 018A,847833
E01003790,Redbridge 027A,556227
E01003791,Redbridge 027B,739063
E01003792,Redbridge 027C,796013
E01003793,Redbridge 027D,423690
E01003794,Redbridge 018B,641346
E01003795,Redbridge 018C,872917
E01003796,Redbridge 018D,671500
E01032581,Redbridge 034G,273600
E01033589,Redbridge 030H,273081
E01033590,Redbridge 019H,282409
E01033591,Redbridge 030I,305977
E01033592,Redbridge 019I,339603
E01003797,Richmond upon Thames 001A,2146364
E01003798,Richmond upon Thames 001B,1914728
E01003799,Richmond upon Thames 001C,1842292
E01003800,Richmond upon Thames 001D,1191000
E01003801,Richmond upon Thames 001E,910156
E01003802,Richmond upon Thames 001F,1195000
E01003803,Richmond upon Thames 001G,1048618
E01003804,Richmond upon Thames 005A,888830
E01003805,Richmond upon Thames 012A,1923841
E01003806,Richmond upon Thames 012B,1627321
E01003807,Richmond upon Thames 005B,684729
E01003808,Richmond upon Thames 005C,873169
E01003809,Richmond upon Thames 005D,1211833
E01003810,Richmond upon Thames 019A,799935
E01003811,Richmond upon Thames 018A,551924
E01003812,Richmond upon Thames 018B,626419
E01003813,Richmond upon Thames 019B,890125
E01003814,Richmond upon Thames 019C,563185
E01003815,Richmond upon Thames 019D,543368
E01003816,Richmond upon Thames 012C,1467112
E01003817,Richmond upon Thames 012D,705757
E01003818,Richmond upon Thames 017A,534916
E01003819,Richmond upon Thames 017B,529571
E01003820,Richmond upon Thames 017C,689142
E01003821,Richmond upon Thames 008A,1597129
E01003822,Richmond upon Thames 023A,871695
E01003823,Richmond upon Thames 023B,752091
E01003824,Richmond upon Thames 023C,821650
E01003825,Richmond upon Thames 023D,625684
E01003826,Richmond upon Thames 023E,534184
E01003827,Richmond upon Thames 023F,480683
E01003828,Richmond upon Thames 020A,679417
E01003829,Richmond upon Thames 020B,495139
E01003830,Richmond upon Thames 020C,633221
E01003831,Richmond upon Thames 020D,460911
E01003832,Richmond upon Thames 020E,346750
E01003833,Richmond upon Thames 020F,337724
E01003834,Richmond upon Thames 022A,604870
E01003835,Richmond upon Thames 022B,1031185
E01003836,Richmond upon Thames 022C,981905
E01003837,Richmond upon Thames 022D,838750
E01003838,Richmond upon Thames 022E,717140
E01003839,Richmond upon Thames 022F,601921
E01003840,Richmond upon Thames 013A,471400
E01003841,Richmond upon Thames 013B,334996
E01003842,Richmond upon Thames 013C,476100
E01003843,Richmond upon Thames 013D,436091
E01003844,Richmond upon Thames 013E,623594
E01003845,Richmond upon Thames 013F,577920
E01003846,Richmond upon Thames 002A,1279941
E01003847,Richmond upon Thames 002B,791528
E01003848,Richmond upon Thames 004A,677221
E01003849,Richmond upon Thames 002C,1026968
E01003851,Richmond upon Thames 002D,1177789
E01003852,Richmond upon Thames 003A,826167
E01003853,Richmond upon Thames 003B,1753467
E01003854,Richmond upon Thames 003C,1045833
E01003855,Richmond upon Thames 003D,714500
E01003856,Richmond upon Thames 003E,801154
E01003857,Richmond upon Thames 003F,891794
E01003858,Richmond upon Thames 003G,1043906
E01003859,Richmond upon Thames 005E,1098259
E01003860,Richmond upon Thames 002E,839385
E01003861,Richmond upon Thames 004C,581303
E01003862,Richmond upon Thames 004D,519987
E01003863,Richmond upon Thames 004E,1107500
E01003864,Richmond upon Thames 002F,776639
E01003865,Richmond upon Thames 004F,638083
E01003866,Richmond upon Thames 007A,929239
E01003867,Richmond upon Thames 011A,567300
E01003868,Richmond upon Thames 007B,839526
E01003869,Richmond upon Thames 011B,733786
E01003870,Richmond upon Thames 011C,912567
E01003871,Richmond upon Thames 007C,804135
E01003872,Richmond upon Thames 007D,684000
E01003873,Richmond upon Thames 006A,828501
E01003874,Richmond upon Thames 006B,881472
E01003875,Richmond upon Thames 006C,972767
E01003876,Richmond upon Thames 008B,939159
E01003877,Richmond upon Thames 008C,1072850
E01003878,Richmond upon Thames 006D,1653556
E01003879,Richmond upon Thames 008D,1269526
E01003880,Richmond upon Thames 016A,996059
E01003881,Richmond upon Thames 016B,838273
E01003882,Richmond upon Thames 014A,788605
E01003883,Richmond upon Thames 014B,629079
E01003884,Richmond upon Thames 016C,569072
E01003885,Richmond upon Thames 016D,615018
E01003886,Richmond upon Thames 021A,694952
E01003887,Richmond upon Thames 021B,708621
E01003888,Richmond upon Thames 021C,641063
E01003889,Richmond upon Thames 021D,751554
E01003890,Richmond upon Thames 018C,937265
E01003891,Richmond upon Thames 018D,749498
E01003892,Richmond upon Thames 009A,1031841
E01003893,Richmond upon Thames 009B,1164125
E01003894,Richmond upon Thames 009C,701172
E01003895,Richmond upon Thames 009D,746397
E01003896,Richmond upon Thames 014C,584044
E01003897,Richmond upon Thames 014D,553641
E01003898,Richmond upon Thames 015A,561856
E01003899,Richmond upon Thames 015B,598998
E01003900,Richmond upon Thames 015C,586350
E01003901,Richmond upon Thames 015D,589894
E01003902,Richmond upon Thames 015E,545250
E01003903,Richmond upon Thames 015F,538874
E01003904,Richmond upon Thames 015G,573378
E01003905,Richmond upon Thames 010A,435449
E01003906,Richmond upon Thames 010B,473289
E01003907,Richmond upon Thames 010C,385525
E01003908,Richmond upon Thames 010D,511914
E01003909,Richmond upon Thames 010E,516470
E01003910,Richmond upon Thames 011D,570115
E01033570,Richmond upon Thames 004G,678189
E01033571,Richmond upon Thames 004H,1127653
E01003911,Southwark 020A,493203
E01003912,Southwark 019A,0
E01003913,Southwark 024A,717985
E01003914,Southwark 024B,737913
E01003915,Southwark 024C,454806
E01003916,Southwark 020B,384439
E01003917,Southwark 020C,378118
E01003918,Southwark 020D,436061
E01003919,Southwark 021A,573459
E01003920,Southwark 021B,361625
E01003921,Southwark 021C,503418
E01003922,Southwark 021D,390456
E01003923,Southwark 017A,700000
E01003924,Southwark 021E,0
E01003925,Southwark 020E,380538
E01003926,Southwark 021F,393393
E01003927,Southwark 002A,537500
E01003929,Southwark 002B,817085
E01003930,Southwark 034A,742535
E01003932,Southwark 034B,446583
E01003933,Southwark 034C,733692
E01003934,Southwark 002C,1444532
E01003935,Southwark 002D,0
E01003936,Southwark 009A,691109
E01003937,Southwark 009B,478383
E01003938,Southwark 006A,395375
E01003939,Southwark 002E,692889
E01003940,Southwark 006B,467927
E01003941,Southwark 006C,706981
E01003942,Southwark 006D,486923
E01003943,Southwark 009C,0
E01003945,Southwark 033A,691398
E01003946,Southwark 033B,771770
E01003947,Southwark 033C,318625
E01003948,Southwark 033D,487967
E01003949,Southwark 032A,481630
E01003950,Southwark 032B,365800
E01003951,Southwark 033E,1142346
E01003952,Southwark 030A,778948
E01003953,Southwark 028A,583872
E01003954,Southwark 030B,755808
E01003955,Southwark 028B,693623
E01003956,Southwark 030C,627766
E01003957,Southwark 032C,683434
E01003958,Southwark 032D,785022
E01003960,Southwark 012A,445775
E01003961,Southwark 012B,0
E01003963,Southwark 016A,368144
E01003964,Southwark 015A,575433
E01003966,Southwark 015B,0
E01003967,Southwark 016B,509900
E01003968,Southwark 015C,0
E01003969,Southwark 017B,546200
E01003970,Southwark 016C,0
E01003971,Southwark 015D,522625
E01003972,Southwark 016D,490000
E01003973,Southwark 016E,382000
E01003974,Southwark 015E,0
E01003975,Southwark 004A,352568
E01003976,Southwark 003A,600833
E01003977,Southwark 010A,395005
E01003978,Southwark 004B,538169
E01003979,Southwark 006E,573056
E01003980,Southwark 013A,456155
E01003981,Southwark 006F,956181
E01003983,Southwark 018A,349750
E01003984,Southwark 023A,536652
E01003986,Southwark 011A,355750
E01003987,Southwark 011B,334188
E01003988,Southwark 018B,397938
E01003989,Southwark 018C,475489
E01003990,Southwark 018D,309333
E01003991,Southwark 017C,526429
E01003992,Southwark 014A,456083
E01003993,Southwark 017D,0
E01003994,Southwark 012E,0
E01003995,Southwark 014B,448000
E01003997,Southwark 017E,632722
E01003998,Southwark 014D,778625
E01003999,Southwark 014E,588800
E01004000,Southwark 026A,479372
E01004001,Southwark 026B,591150
E01004002,Southwark 029A,715650
E01004003,Southwark 023B,0
E01004004,Southwark 023C,490706
E01004005,Southwark 023D,503708
E01004006,Southwark 023E,631526
E01004007,Southwark 018E,371083
E01004008,Southwark 022B,415700
E01004010,Southwark 022D,443067
E01004011,Southwark 019B,345000
E01004012,Southwark 019C,387237
E01004013,Southwark 019D,0
E01004014,Southwark 019E,309625
E01004015,Southwark 028C,643485
E01004016,Southwark 029B,618661
E01004017,Southwark 029C,735140
E01004018,Southwark 032E,581765
E01004019,Southwark 026C,574927
E01004020,Southwark 029D,391773
E01004021,Southwark 028D,596440
E01004022,Southwark 004C,424980
E01004023,Southwark 004D,624143
E01004024,Southwark 011C,420500
E01004027,Southwark 003E,1778029
E01004028,Southwark 004E,351716
E01004029,Southwark 001A,482750
E01004030,Southwark 007A,557096
E01004031,Southwark 007B,589955
E01004032,Southwark 001B,667690
E01004033,Southwark 007C,543477
E01004034,Southwark 007D,659400
E01004035,Southwark 011D,495272
E01004036,Southwark 007E,372143
E01004037,Southwark 010B,320247
E01004038,Southwark 010C,473863
E01004039,Southwark 013B,405142
E01004040,Southwark 013C,0
E01004041,Southwark 013D,0
E01004042,Southwark 010D,379955
E01004043,Southwark 010E,629841
E01004044,Southwark 013E,435656
E01004045,Southwark 027A,392597
E01004046,Southwark 028E,811966
E01004047,Southwark 027B,376021
E01004048,Southwark 027C,541266
E01004049,Southwark 027D,326900
E01004050,Southwark 024D,678225
E01004051,Southwark 027E,474007
E01004052,Southwark 024E,648208
E01004053,Southwark 001C,541851
E01004054,Southwark 001D,557000
E01004055,Southwark 001E,618857
E01004056,Southwark 008A,477523
E01004057,Southwark 008B,462500
E01004058,Southwark 008C,506170
E01004059,Southwark 008D,712925
E01004060,Southwark 008E,531800
E01004061,Southwark 025A,748555
E01004062,Southwark 025B,486578
E01004063,Southwark 025C,680025
E01004064,Southwark 026D,491059
E01004065,Southwark 025D,663810
E01004066,Southwark 025E,652310
E01004067,Southwark 022E,399143
E01004068,Southwark 026E,508854
E01004069,Southwark 031A,1879364
E01004070,Southwark 031B,853641
E01004071,Southwark 030D,643522
E01004072,Southwark 030E,1067795
E01004073,Southwark 031C,1045373
E01004074,Southwark 031D,1350937
E01004075,Southwark 031E,1826182
E01032583,Southwark 034D,949617
E01032584,Southwark 034E,653000
E01032637,Southwark 003F,769458
E01032638,Southwark 003G,976750
E01032639,Southwark 014F,529499
E01032640,Southwark 003H,1488076
E01032646,Southwark 003I,647333
E01032719,Southwark 014G,509444
E01032720,Southwark 009F,591361
E01032722,Southwark 012F,559208
E01032803,Southwark 003J,651359
E01032805,Southwark 022F,416863
E01032834,Southwark 003K,1097327
E01004076,Sutton 011A,330528
E01004077,Sutton 011B,404502
E01004078,Sutton 011C,291205
E01004079,Sutton 011D,487633
E01004080,Sutton 011E,421904
E01004081,Sutton 011F,364660
E01004082,Sutton 011G,438071
E01004083,Sutton 019A,269600
E01004084,Sutton 024A,666750
E01004085,Sutton 024B,575158
E01004086,Sutton 019B,301758
E01004087,Sutton 017A,547818
E01004088,Sutton 019C,0
E01004089,Sutton 019D,253308
E01004090,Sutton 021A,330000
E01004091,Sutton 022A,707735
E01004092,Sutton 022B,834235
E01004093,Sutton 025A,564667
E01004094,Sutton 025B,363000
E01004095,Sutton 025C,435739
E01004096,Sutton 021B,238496
E01004097,Sutton 015A,482786
E01004098,Sutton 015B,469328
E01004099,Sutton 015C,363174
E01004100,Sutton 015D,488866
E01004101,Sutton 013A,470618
E01004102,Sutton 015E,491892
E01004103,Sutton 013B,349984
E01004104,Sutton 020A,538895
E01004105,Sutton 022C,479765
E01004106,Sutton 022D,797114
E01004107,Sutton 020B,385119
E01004108,Sutton 024C,470375
E01004109,Sutton 024D,399246
E01004110,Sutton 016A,435878
E01004111,Sutton 016B,485738
